sensor_id,reading_id,reading,sensor_reading_last_modified_date
S_Gargi_1,S_Gargi_1_20250309172752,4575.4,03-09-2025 17:27
S_Gargi_1,S_Gargi_1_20250309132502,6820.69,03-09-2025 13:25
S_Gargi_1,S_Gargi_1_20250309141606,8753.07,03-09-2025 14:16
S_Gargi_1,S_Gargi_1_20250309030358,7083.53,03-09-2025 03:03
S_Gargi_1,S_Gargi_1_20250309153200,6508.59,03-09-2025 15:32
S_Gargi_1,S_Gargi_1_20250309055653,8002.8,03-09-2025 05:56
S_Gargi_1,S_Gargi_1_20250309005824,9789.24,03-09-2025 00:58
S_Gargi_1,S_Gargi_1_20250309101930,6976.23,03-09-2025 10:19
S_Gargi_1,S_Gargi_1_20250309165548,4398.65,03-09-2025 16:55
S_Gargi_1,S_Gargi_1_20250309035559,4518.38,03-09-2025 03:55
S_Gargi_1,S_Gargi_1_20250309135746,1935.75,03-09-2025 13:57
S_Gargi_1,S_Gargi_1_20250309221420,3921.57,03-09-2025 22:14
S_Gargi_1,S_Gargi_1_20250309021708,2769.7,03-09-2025 02:17
S_Gargi_1,S_Gargi_1_20250309010438,5046.53,03-09-2025 01:04
S_Gargi_1,S_Gargi_1_20250309162947,3047.64,03-09-2025 16:29
S_Gargi_1,S_Gargi_1_20250309133259,3477.18,03-09-2025 13:32
S_Gargi_1,S_Gargi_1_20250309144953,4208.85,03-09-2025 14:49
S_Gargi_1,S_Gargi_1_20250309052027,7565.28,03-09-2025 05:20
S_Gargi_1,S_Gargi_1_20250309053620,9066.26,03-09-2025 05:36
S_Gargi_1,S_Gargi_1_20250309053204,5989.97,03-09-2025 05:32
S_Gargi_1,S_Gargi_1_20250309120521,8256.88,03-09-2025 12:05
S_Gargi_1,S_Gargi_1_20250309022616,6773.9,03-09-2025 02:26
S_Gargi_1,S_Gargi_1_20250310052648,9937.79,03-10-2025 05:26
S_Gargi_1,S_Gargi_1_20250310200435,8497.03,03-10-2025 20:04
S_Gargi_1,S_Gargi_1_20250310173339,4720.76,03-10-2025 17:33
S_Gargi_1,S_Gargi_1_20250310084455,8935.4,03-10-2025 08:44
S_Gargi_1,S_Gargi_1_20250310211242,5996.79,03-10-2025 21:12
S_Gargi_1,S_Gargi_1_20250310013032,9502.68,03-10-2025 01:30
S_Gargi_1,S_Gargi_1_20250310122807,6416.52,03-10-2025 12:28
S_Gargi_1,S_Gargi_1_20250310234110,4378.16,03-10-2025 23:41
S_Gargi_1,S_Gargi_1_20250310165842,9473.49,03-10-2025 16:58
S_Gargi_1,S_Gargi_1_20250310053306,2005.36,03-10-2025 05:33
S_Gargi_1,S_Gargi_1_20250310100933,1548.85,03-10-2025 10:09
S_Gargi_1,S_Gargi_1_20250310155621,4812.59,03-10-2025 15:56
S_Gargi_1,S_Gargi_1_20250310085847,5505.01,03-10-2025 08:58
S_Gargi_1,S_Gargi_1_20250310043304,9356.17,03-10-2025 04:33
S_Gargi_1,S_Gargi_1_20250310200225,5680.17,03-10-2025 20:02
S_Gargi_1,S_Gargi_1_20250310151119,4345.54,03-10-2025 15:11
S_Gargi_1,S_Gargi_1_20250310184010,8765.18,03-10-2025 18:40
S_Gargi_1,S_Gargi_1_20250310051030,3803.7,03-10-2025 05:10
S_Gargi_1,S_Gargi_1_20250310054257,2700.4,03-10-2025 05:42
S_Gargi_1,S_Gargi_1_20250310025339,9523.86,03-10-2025 02:53
S_Gargi_1,S_Gargi_1_20250310130232,4165.69,03-10-2025 13:02
S_Gargi_1,S_Gargi_1_20250310221030,8398.56,03-10-2025 22:10
S_Gargi_1,S_Gargi_1_20250310112800,3503.49,03-10-2025 11:28
S_Gargi_1,S_Gargi_1_20250310102543,4605.01,03-10-2025 10:25
S_Gargi_1,S_Gargi_1_20250310112519,5831.48,03-10-2025 11:25
S_Gargi_1,S_Gargi_1_20250310113746,5384.43,03-10-2025 11:37
S_Gargi_1,S_Gargi_1_20250310055259,9753.7,03-10-2025 05:52
S_Gargi_1,S_Gargi_1_20250310192803,3788.69,03-10-2025 19:28
S_Gargi_1,S_Gargi_1_20250310023609,1975.3,03-10-2025 02:36
S_Gargi_1,S_Gargi_1_20250311115204,7638.03,03-11-2025 11:52
S_Gargi_1,S_Gargi_1_20250311005327,8771.67,03-11-2025 00:53
S_Gargi_1,S_Gargi_1_20250311051359,9447.25,03-11-2025 05:13
S_Gargi_1,S_Gargi_1_20250311173155,3523.1,03-11-2025 17:31
S_Gargi_1,S_Gargi_1_20250311000401,7953.98,03-11-2025 00:04
S_Gargi_1,S_Gargi_1_20250311092927,6302.56,03-11-2025 09:29
S_Gargi_1,S_Gargi_1_20250311172319,5057.95,03-11-2025 17:23
S_Gargi_1,S_Gargi_1_20250311193505,6954.03,03-11-2025 19:35
S_Gargi_1,S_Gargi_1_20250311103253,8908.08,03-11-2025 10:32
S_Gargi_1,S_Gargi_1_20250311131955,3418.48,03-11-2025 13:19
S_Gargi_1,S_Gargi_1_20250311011129,3657.28,03-11-2025 01:11
S_Gargi_1,S_Gargi_1_20250311043923,7636.71,03-11-2025 04:39
S_Gargi_1,S_Gargi_1_20250311153259,1344.86,03-11-2025 15:32
S_Gargi_1,S_Gargi_1_20250311120503,8442.75,03-11-2025 12:05
S_Gargi_1,S_Gargi_1_20250311195636,6559.86,03-11-2025 19:56
S_Gargi_1,S_Gargi_1_20250311122627,3850.98,03-11-2025 12:26
S_Gargi_1,S_Gargi_1_20250311230550,8592.82,03-11-2025 23:05
S_Gargi_1,S_Gargi_1_20250311135105,8439.04,03-11-2025 13:51
S_Gargi_1,S_Gargi_1_20250311164659,8095.74,03-11-2025 16:46
S_Gargi_1,S_Gargi_1_20250311192433,6169.52,03-11-2025 19:24
S_Gargi_1,S_Gargi_1_20250311140228,8410.01,03-11-2025 14:02
S_Gargi_1,S_Gargi_1_20250311181750,7145.37,03-11-2025 18:17
S_Gargi_1,S_Gargi_1_20250311103436,3350.05,03-11-2025 10:34
S_Gargi_1,S_Gargi_1_20250312032503,4944.05,03-12-2025 03:25
S_Gargi_1,S_Gargi_1_20250312144629,8701.71,03-12-2025 14:46
S_Gargi_1,S_Gargi_1_20250312171652,6928.37,03-12-2025 17:16
S_Gargi_1,S_Gargi_1_20250312133257,5710.63,03-12-2025 13:32
S_Gargi_1,S_Gargi_1_20250312232729,6511.82,03-12-2025 23:27
S_Gargi_1,S_Gargi_1_20250312155005,5721.67,03-12-2025 15:50
S_Gargi_1,S_Gargi_1_20250312185002,4218.55,03-12-2025 18:50
S_Gargi_1,S_Gargi_1_20250312202905,1350.15,03-12-2025 20:29
S_Gargi_1,S_Gargi_1_20250312232558,5833.04,03-12-2025 23:25
S_Gargi_1,S_Gargi_1_20250312015242,7510.39,03-12-2025 01:52
S_Gargi_1,S_Gargi_1_20250312101401,4230.42,03-12-2025 10:14
S_Gargi_1,S_Gargi_1_20250312213335,9723.27,03-12-2025 21:33
S_Gargi_1,S_Gargi_1_20250312063407,7199.19,03-12-2025 06:34
S_Gargi_1,S_Gargi_1_20250312090234,2451.36,03-12-2025 09:02
S_Gargi_1,S_Gargi_1_20250312154640,4238.26,03-12-2025 15:46
S_Gargi_1,S_Gargi_1_20250312054237,4354.79,03-12-2025 05:42
S_Gargi_1,S_Gargi_1_20250312063909,7914.8,03-12-2025 06:39
S_Gargi_1,S_Gargi_1_20250312110155,2069.66,03-12-2025 11:01
S_Gargi_1,S_Gargi_1_20250312064259,5571.05,03-12-2025 06:42
S_Gargi_1,S_Gargi_1_20250312060150,6225.24,03-12-2025 06:01
S_Gargi_1,S_Gargi_1_20250312111516,9403.43,03-12-2025 11:15
S_Gargi_1,S_Gargi_1_20250312114809,4037.04,03-12-2025 11:48
S_Gargi_1,S_Gargi_1_20250312174913,7781.02,03-12-2025 17:49
S_Gargi_1,S_Gargi_1_20250312184729,1280.01,03-12-2025 18:47
S_Gargi_1,S_Gargi_1_20250313000548,5315.04,3/13/2025 0:05
S_Gargi_1,S_Gargi_1_20250313092310,9566.44,3/13/2025 9:23
S_Gargi_1,S_Gargi_1_20250313120931,5470.11,3/13/2025 12:09
S_Gargi_1,S_Gargi_1_20250313094246,7172.49,3/13/2025 9:42
S_Gargi_1,S_Gargi_1_20250313044107,2647.28,3/13/2025 4:41
S_Gargi_1,S_Gargi_1_20250313165952,3951.15,3/13/2025 16:59
S_Gargi_1,S_Gargi_1_20250313040033,9309.48,3/13/2025 4:00
S_Gargi_1,S_Gargi_1_20250313202506,9976.47,3/13/2025 20:25
S_Gargi_1,S_Gargi_1_20250313235811,5902.25,3/13/2025 23:58
S_Gargi_1,S_Gargi_1_20250313131506,4104.17,3/13/2025 13:15
S_Gargi_1,S_Gargi_1_20250313020527,3917.71,3/13/2025 2:05
S_Gargi_1,S_Gargi_1_20250313133531,2458.82,3/13/2025 13:35
S_Gargi_1,S_Gargi_1_20250313063318,9623.35,3/13/2025 6:33
S_Gargi_1,S_Gargi_1_20250313203648,7359.28,3/13/2025 20:36
S_Gargi_1,S_Gargi_1_20250313032449,2214.38,3/13/2025 3:24
S_Gargi_1,S_Gargi_1_20250313225825,9760.25,3/13/2025 22:58
S_Gargi_1,S_Gargi_1_20250313053148,5167.09,3/13/2025 5:31
S_Gargi_1,S_Gargi_1_20250313193216,8701.34,3/13/2025 19:32
S_Gargi_1,S_Gargi_1_20250313013518,5215.92,3/13/2025 1:35
S_Gargi_1,S_Gargi_1_20250313113456,2405.75,3/13/2025 11:34
S_Gargi_1,S_Gargi_1_20250313091404,9706.56,3/13/2025 9:14
S_Gargi_1,S_Gargi_1_20250313071613,2560.52,3/13/2025 7:16
S_Gargi_1,S_Gargi_1_20250313220152,8590.4,3/13/2025 22:01
S_Gargi_1,S_Gargi_1_20250313091902,7231.9,3/13/2025 9:19
S_Gargi_1,S_Gargi_1_20250313121228,7751.45,3/13/2025 12:12
S_Gargi_1,S_Gargi_1_20250313064751,9406.72,3/13/2025 6:47
S_Gargi_1,S_Gargi_1_20250314145501,8547.11,3/14/2025 14:55
S_Gargi_1,S_Gargi_1_20250314190118,6111.87,3/14/2025 19:01
S_Gargi_1,S_Gargi_1_20250314123602,5959.31,3/14/2025 12:36
S_Gargi_1,S_Gargi_1_20250314202634,4965.15,3/14/2025 20:26
S_Gargi_1,S_Gargi_1_20250314033953,4949.27,3/14/2025 3:39
S_Gargi_1,S_Gargi_1_20250314183817,5243.87,3/14/2025 18:38
S_Gargi_1,S_Gargi_1_20250314093930,4229.1,3/14/2025 9:39
S_Gargi_1,S_Gargi_1_20250314103215,7989.18,3/14/2025 10:32
S_Gargi_1,S_Gargi_1_20250314155518,1186.76,3/14/2025 15:55
S_Gargi_1,S_Gargi_1_20250314203512,5062.65,3/14/2025 20:35
S_Gargi_1,S_Gargi_1_20250314230223,6677.11,3/14/2025 23:02
S_Gargi_1,S_Gargi_1_20250314112214,1409.31,3/14/2025 11:22
S_Gargi_1,S_Gargi_1_20250314002012,2049.45,3/14/2025 0:20
S_Gargi_1,S_Gargi_1_20250314113400,7626.32,3/14/2025 11:34
S_Gargi_1,S_Gargi_1_20250314124619,3311.62,3/14/2025 12:46
S_Gargi_1,S_Gargi_1_20250314235652,1042.43,3/14/2025 23:56
S_Gargi_1,S_Gargi_1_20250314184548,3421.96,3/14/2025 18:45
S_Gargi_1,S_Gargi_1_20250314194552,8252.03,3/14/2025 19:45
S_Gargi_1,S_Gargi_1_20250314230116,1360.45,3/14/2025 23:01
S_Gargi_1,S_Gargi_1_20250314121434,4132.81,3/14/2025 12:14
S_Gargi_1,S_Gargi_1_20250314040542,3669.52,3/14/2025 4:05
S_Gargi_1,S_Gargi_1_20250314131412,3956.09,3/14/2025 13:14
S_Gargi_1,S_Gargi_1_20250314060124,7053.91,3/14/2025 6:01
S_Gargi_1,S_Gargi_1_20250314072727,9814.24,3/14/2025 7:27
S_Gargi_1,S_Gargi_1_20250314110951,3425.56,3/14/2025 11:09
S_Gargi_1,S_Gargi_1_20250314040656,5993.41,3/14/2025 4:06
S_Gargi_1,S_Gargi_1_20250314202530,2417.73,3/14/2025 20:25
S_Gargi_1,S_Gargi_1_20250314104951,3442.04,3/14/2025 10:49
S_Gargi_1,S_Gargi_1_20250314145233,1836.98,3/14/2025 14:52
S_Gargi_1,S_Gargi_1_20250314224220,3105.11,3/14/2025 22:42
S_Gargi_1,S_Gargi_1_20250315030902,9526.61,3/15/2025 3:09
S_Gargi_1,S_Gargi_1_20250315001709,7769.92,3/15/2025 0:17
S_Gargi_1,S_Gargi_1_20250315220714,2202.48,3/15/2025 22:07
S_Gargi_1,S_Gargi_1_20250315123302,4407.81,3/15/2025 12:33
S_Gargi_1,S_Gargi_1_20250315171302,2770.45,3/15/2025 17:13
S_Gargi_1,S_Gargi_1_20250315070644,5419.86,3/15/2025 7:06
S_Gargi_1,S_Gargi_1_20250315043323,4720.86,3/15/2025 4:33
S_Gargi_1,S_Gargi_1_20250315053922,8716.05,3/15/2025 5:39
S_Gargi_1,S_Gargi_1_20250315152327,5673.26,3/15/2025 15:23
S_Gargi_1,S_Gargi_1_20250315201024,4883.57,3/15/2025 20:10
